id,KD,Kill,Death,Assistant,WinRate,PickRate,AvgScore,FirstBloodRate,RankEncoded,HeadshotRate,Rank
51891,0.391,8.555,1.644,3.037,36.948,3.583,282.08,0.021,15,75.409,platinum_3
51911,0.319,9.098,2.147,4.235,25.274,1.488,89.706,0.06,5,63.014,bronze_2
51912,0.383,6.642,1.782,4.743,28.812,1.384,63.691,0.067,3,34.267,iron_3
51920,0.65,7.889,11.407,5.709,41.962,1.316,137.405,0.133,7,62.625,silver_1
52023,0.634,29.404,17.183,19.01,59.572,17.605,538.692,0.041,21,76.287,ascendant_3
52115,0.387,1.815,18.561,10.768,53.435,6.97,160.234,0.117,8,57.784,silver_2
52161,0.314,29.256,9.76,6.527,55.655,7.175,88.127,0.125,4,53.409,bronze_1
52186,0.435,9.195,43.766,9.334,61.609,2.234,165.619,0.08,8,57.784,silver_2
52249,0.739,42.1,10.764,7.332,12.69,1.732,51.994,0.069,1,27.161,iron_1
52285,0.718,29.227,6.805,9.892,33.842,3.68,176.243,0.136,9,65.154,silver_3
52336,0.625,14.263,12.315,1.25,19.144,0.51,177.191,0.03,9,65.154,silver_3
52338,0.745,13.197,20.253,3.354,34.95,0.984,183.43,0.074,9,65.154,silver_3
52390,0.853,4.805,13.234,7.385,43.491,0.23,144.823,0.034,7,62.625,silver_1
52414,0.317,26.036,11.411,1.3,66.401,39.27,122.285,0.043,6,41.191,bronze_3
52425,0.3,9.853,6.572,8.176,51.807,3.934,310.417,0.199,16,72.558,diamond_1
52489,0.353,5.918,4.103,9.966,25.394,3.887,269.355,0.305,15,75.409,platinum_3
52564,0.389,11.741,14.509,4.915,67.047,1.622,373.59,0.099,17,74.823,diamond_2
52573,0.278,2.645,9.769,5.021,36.875,0.84,196.774,0.054,11,66.234,gold_2
52598,0.921,12.556,11.55,6.534,58.667,3.556,253.38,0.122,14,70.726,platinum_2
52626,0.56,17.04,22.273,1.251,67.074,2.538,69.386,0.071,4,53.409,bronze_1
52675,0.564,3.326,2.214,5.107,36.855,14.514,103.233,0.034,5,63.014,bronze_2
52698,0.984,16.168,14.49,4.134,36.556,8.463,198.37,0.121,11,66.234,gold_2
52710,0.715,12.239,7.925,2.454,41.247,7.733,275.514,0.067,15,75.409,platinum_3
52761,0.778,9.764,10.838,7.97,31.861,1.678,195.441,0.1,11,66.234,gold_2
52867,0.249,26.026,31.525,3.706,60.242,16.677,272.798,0.084,14,70.726,platinum_2
52897,0.6,13.206,16.79,9.42,60.41,7.738,136.265,0.258,6,41.191,bronze_3
52933,0.134,28.866,8.071,9.293,26.85,7.571,455.735,0.171,20,77.453,ascendant_2
53041,0.834,7.711,20.91,9.756,62.9,2.618,144.942,0.358,8,57.784,silver_2
53061,0.626,13.369,9.85,5.238,79.84,12.304,103.249,0.082,4,53.409,bronze_1
53074,0.221,12.626,5.712,2.353,37.48,13.361,85.566,0.044,3,34.267,iron_3
53094,0.629,19.921,4.122,25.455,43.083,0.921,345.154,0.07,18,77.2,diamond_3
53252,0.319,9.854,25.568,5.18,16.145,2.798,98.928,0.218,5,63.014,bronze_2
53260,0.608,9.874,19.263,3.188,51.987,6.02,205.74,0.079,10,61.994,gold_1
53262,0.591,15.404,18.77,4.778,48.597,5.775,225.532,0.078,12,61.989,gold_3
53273,0.389,11.554,30.049,6.974,82.512,4.734,336.771,0.028,17,74.823,diamond_2
53290,0.576,9.942,7.971,3.022,11.416,10.1,839.857,0.099,24,92.798,immortal_3
53307,0.574,12.649,24.099,2.63,71.382,2.179,286.976,0.073,14,70.726,platinum_2
53337,0.082,17.181,7.728,1.922,37.625,15.893,583.48,0.243,22,85.93,immortal_1
53415,0.636,10.342,8.111,5.198,57.467,24.349,168.209,0.305,8,57.784,silver_2
53444,0.502,12.783,8.015,6.244,30.327,7.047,167.379,0.097,9,65.154,silver_3
53456,0.207,15.585,3.04,8.305,13.931,2.311,29.285,0.118,1,27.161,iron_1
53504,0.657,17.213,27.428,6.558,33.329,2.425,267.415,0.228,15,75.409,platinum_3
53514,0.567,11.237,30.953,7.612,21.795,1.114,126.307,0.196,7,62.625,silver_1
53536,0.233,11.173,8.231,6.831,27.14,0.558,436.784,0.119,20,77.453,ascendant_2
53547,0.454,6.502,16.706,5.676,42.85,1.755,256.305,0.044,13,67.578,platinum_1
53553,0.19,7.841,7.937,9.184,78.706,2.083,340.985,0.03,17,74.823,diamond_2
53639,0.614,13.814,10.374,8.238,40.538,2.521,176.32,0.138,9,65.154,silver_3
53641,0.372,8.807,11.835,6.965,49.679,1.872,170.325,0.115,8,57.784,silver_2
53792,0.286,11.705,20.175,1.754,23.494,18.024,104.373,0.041,5,63.014,bronze_2
53949,0.235,26.031,29.501,3.958,50.808,0.525,34.535,0.047,2,43.59,iron_2
53962,0.564,14.581,9.585,2.404,27.81,5.551,533.091,0.067,21,76.287,ascendant_3
53968,0.27,13.316,11.161,2.309,38.797,6.565,635.712,0.057,22,85.93,immortal_1
53995,0.632,14.613,5.466,3.562,16.567,1.234,223.504,0.147,11,66.234,gold_2
54037,0.646,6.639,3.03,2.395,35.945,4.388,464.044,0.147,20,77.453,ascendant_2
54057,0.476,10.319,45.924,1.746,15.896,3.672,60.079,0.11,3,34.267,iron_3
54074,0.415,2.877,15.428,2.832,65.639,1.354,232.584,0.091,12,61.989,gold_3
54076,0.618,1.68,20.195,4.39,51.986,0.899,144.946,0.088,8,57.784,silver_2
54114,0.256,5.191,18.991,5.502,82.939,4.489,79.342,0.094,4,53.409,bronze_1
54146,0.482,6.283,16.605,5.732,60.586,1.365,56.01,0.022,2,43.59,iron_2
54163,0.708,22.886,9.699,2.513,61.262,4.097,111.315,0.154,6,41.191,bronze_3
54185,0.714,39.098,26.878,5.971,47.083,10.852,144.429,0.043,8,57.784,silver_2
54223,0.54,8.541,7.748,2.875,25.532,1.578,308.04,0.041,16,72.558,diamond_1
54230,0.625,6.896,8.703,5.401,10.035,1.228,324.519,0.018,16,72.558,diamond_1
54235,0.624,4.692,9.893,3.298,17.81,2.287,444.441,0.012,20,77.453,ascendant_2
54248,0.722,14.026,4.146,0.899,33.003,0.944,83.612,0.122,3,34.267,iron_3
54289,0.386,10.818,13.918,8.101,50.042,0.423,93.848,0.054,4,53.409,bronze_1
54328,0.259,17.88,24.816,6.528,35.558,5.996,334.822,0.055,16,72.558,diamond_1
54395,0.37,6.462,25.119,2.684,79.976,0.189,53.878,0.045,2,43.59,iron_2
54419,0.911,11.189,9.872,5.096,51.369,3.434,218.481,0.131,12,61.989,gold_3
54424,0.564,6.36,12.468,3.98,31.795,7.043,192.013,0.091,11,66.234,gold_2
54458,0.81,9.656,11.544,6.264,36.576,7.154,180.5,0.118,9,65.154,silver_3
54473,0.683,29.961,35.689,2.398,8.413,5.555,82.926,0.034,3,34.267,iron_3
54496,0.342,7.58,3.379,5.006,57.874,20.712,400.244,0.019,19,71.37,ascendant_1
54532,0.666,21.309,23.662,3.964,36.394,23.573,193.4,0.054,11,66.234,gold_2
54567,0.53,33.115,34.632,4.01,61.452,2.809,354.6,0.03,17,74.823,diamond_2
54577,0.238,43.723,26.716,1.94,22.803,4.917,271.832,0.026,15,75.409,platinum_3
54587,0.65,8.993,6.265,3.773,7.977,1.606,331.888,0.106,16,72.558,diamond_1
54606,0.718,16.627,37.787,3.543,32.657,3.524,259.494,0.116,15,75.409,platinum_3
54613,0.957,5.567,36.873,1.235,15.836,7.996,370.94,0.057,18,77.2,diamond_3
54676,0.236,6.425,9.976,2.998,59.022,1.798,169.184,0.055,8,57.784,silver_2
54679,0.786,11.759,13.338,3.946,49.295,0.81,194.805,0.144,10,61.994,gold_1
54717,0.129,4.942,3.166,2.321,12.211,4.821,83.251,0.13,3,34.267,iron_3
54740,0.692,8.823,23.142,7.266,35.361,1.582,187.266,0.132,11,66.234,gold_2
54791,0.458,5.596,23.954,3.328,12.495,3.144,233.283,0.079,13,67.578,platinum_1
54800,0.467,17.802,16.905,7.059,66.389,2.687,224.314,0.172,12,61.989,gold_3
54836,0.62,13.972,8.878,0.777,12.376,7.864,86.846,0.142,3,34.267,iron_3
54940,0.723,8.677,23.329,5.983,66.297,8.771,372.002,0.071,17,74.823,diamond_2
54958,0.772,11.242,12.432,6.384,38.688,5.04,231.42,0.19,13,67.578,platinum_1
54963,0.433,18.367,11.594,4.465,22.187,5.44,301.27,0.206,16,72.558,diamond_1
54965,0.35,18.419,10.706,4.273,21.919,3.728,321.515,0.284,16,72.558,diamond_1
54967,0.37,19.883,14.881,3.397,19.626,5.578,164.359,0.401,9,65.154,silver_3
55005,0.719,9.747,11.656,9.574,80.327,2.295,363.078,0.206,17,74.823,diamond_2
55012,0.722,15.634,9.108,6.002,72.336,4.52,235.197,0.202,12,61.989,gold_3
55043,0.595,7.084,15.772,3.402,38.02,3.088,238.385,0.086,13,67.578,platinum_1
55049,0.766,6.592,6.293,3.705,36.651,1.447,219.38,0.087,11,66.234,gold_2
55134,0.434,17.313,3.208,0.483,14.943,5.547,15.784,0.138,1,27.161,iron_1
55147,0.641,10.286,7.308,2.921,47.728,0.752,208.321,0.075,11,66.234,gold_2
55295,0.117,42.569,38.848,0.477,79.896,0.606,198.123,0.072,10,61.994,gold_1
55311,0.491,23.081,9.904,4.009,6.859,4.887,74.506,0.156,3,34.267,iron_3
55373,0.639,7.436,3.593,2.995,98.45,8.023,187.018,0.046,10,61.994,gold_1
55378,0.818,18.018,13.224,8.056,52.812,3.397,143.28,0.105,8,57.784,silver_2
55382,0.435,18.256,10.402,6.576,66.289,2.044,111.803,0.09,6,41.191,bronze_3
55399,0.677,12.384,15.824,3.469,55.822,8.008,338.389,0.093,17,74.823,diamond_2
55400,0.603,10.774,12.976,3.053,51.914,5.926,294.398,0.12,14,70.726,platinum_2
55412,0.522,18.215,26.207,4.06,52.289,1.578,184.866,0.112,10,61.994,gold_1
55435,0.245,16.041,1.679,2.875,58.456,0.96,61.979,0.806,2,43.59,iron_2
55450,0.296,12.45,5.723,2.157,32.893,2.417,105.873,0.1,5,63.014,bronze_2
55516,0.47,4.215,8.474,12.108,86.749,2.294,287.836,0.246,14,70.726,platinum_2
55531,0.731,13.221,18.066,4.226,34.22,2.467,107.359,0.036,5,63.014,bronze_2
55538,0.718,19.04,20.295,3.354,57.475,1.43,170.24,0.094,8,57.784,silver_2
55589,0.307,13.296,6.087,11.304,19.899,0.713,297.517,0.125,15,75.409,platinum_3
55624,0.425,12.789,14.488,2.748,28.113,3.729,185.06,0.137,9,65.154,silver_3
55643,0.443,6.932,12.779,7.198,58.63,2.049,136.972,0.184,6,41.191,bronze_3
55652,0.608,10.974,4.394,12.646,56.143,1.93,90.191,0.214,4,53.409,bronze_1
55694,0.49,15.903,31.175,2.545,28.573,4.118,280.403,0.063,15,75.409,platinum_3
55753,0.556,39.422,17.132,2.483,13.474,1.139,117.245,0.142,5,63.014,bronze_2
55827,0.284,16.436,7.114,2.371,35.009,0.813,400.143,0.089,19,71.37,ascendant_1
55830,0.321,11.981,4.89,3.529,16.333,0.588,300.626,0.082,16,72.558,diamond_1
55903,0.604,11.556,9.922,5.431,36.187,0.844,195.572,0.211,11,66.234,gold_2
55923,0.977,9.7,15.499,2.028,20.257,1.381,202.998,0.125,11,66.234,gold_2
55981,0.613,8.722,9.736,5.346,62.54,0.189,239.985,0.157,12,61.989,gold_3
56048,0.543,16.018,13.552,3.242,47.179,3.952,461.708,0.091,20,77.453,ascendant_2
56051,0.858,15.088,20.105,4.864,45.443,2.424,268.963,0.105,14,70.726,platinum_2
56107,0.203,3.123,10.963,8.542,40.255,15.683,240.933,0.037,13,67.578,platinum_1
56177,0.524,15.343,24.141,1.904,7.144,11.31,335.684,0.045,18,77.2,diamond_3
56222,0.599,14.816,5.757,10.703,49.466,3.97,99.695,0.066,4,53.409,bronze_1
56251,0.29,1.629,8.926,5.647,30.512,9.656,140.386,0.2,7,62.625,silver_1
56309,0.506,15.274,9.89,2.625,82.0,0.611,174.656,0.066,8,57.784,silver_2
56434,0.75,7.669,4.181,10.055,63.44,53.624,178.019,0.072,10,61.994,gold_1
56518,0.764,12.672,17.76,3.763,46.906,11.4,213.06,0.238,12,61.989,gold_3
56677,0.36,4.425,4.792,5.49,43.351,0.998,110.752,0.065,5,63.014,bronze_2
56682,0.408,17.81,10.79,6.318,52.033,0.784,402.784,0.077,19,71.37,ascendant_1
56701,0.796,28.584,24.531,10.859,21.716,2.841,288.731,0.176,15,75.409,platinum_3
56718,0.679,18.432,18.352,3.182,53.238,1.659,137.9,0.124,6,41.191,bronze_3
56757,0.57,12.571,7.215,3.172,24.125,0.663,162.104,0.043,9,65.154,silver_3
56768,0.744,12.575,30.772,1.68,23.708,0.681,137.342,0.12,7,62.625,silver_1
56769,0.699,15.719,26.772,1.781,18.018,0.804,162.064,0.112,9,65.154,silver_3
56785,0.472,4.881,11.043,3.407,12.863,0.653,69.308,0.158,3,34.267,iron_3
56811,0.213,7.547,9.524,4.577,56.565,5.144,33.643,0.104,2,43.59,iron_2
56828,0.175,9.147,33.034,2.498,65.38,2.683,104.462,0.096,6,41.191,bronze_3
56889,0.528,11.382,43.735,8.061,39.377,6.473,329.363,0.016,16,72.558,diamond_1
56890,0.676,13.886,33.239,9.27,49.615,7.703,375.474,0.014,18,77.2,diamond_3
56899,0.778,13.175,24.375,7.105,63.756,3.86,273.299,0.126,14,70.726,platinum_2
56927,0.808,11.527,16.52,14.6,77.733,2.482,121.629,0.096,6,41.191,bronze_3
56940,0.635,10.794,13.739,3.73,42.349,5.563,382.589,0.055,18,77.2,diamond_3
57008,0.516,8.806,3.496,1.244,38.81,6.237,583.852,0.064,22,85.93,immortal_1
57124,0.781,10.617,17.399,7.121,69.766,3.185,266.65,0.056,14,70.726,platinum_2
57149,0.373,16.139,6.599,4.927,91.384,3.706,101.906,0.015,4,53.409,bronze_1
57153,0.374,8.329,4.301,7.638,60.923,3.925,140.225,0.018,8,57.784,silver_2
57166,0.49,13.931,5.463,7.376,23.067,1.06,391.088,0.146,19,71.37,ascendant_1
57180,0.593,8.661,12.546,4.091,48.904,0.762,153.61,0.121,8,57.784,silver_2
57199,0.778,22.845,11.826,4.085,35.355,5.244,240.064,0.146,13,67.578,platinum_1
57276,0.304,5.74,32.35,13.106,22.149,3.72,498.117,0.069,21,76.287,ascendant_3
57308,0.42,9.173,2.515,3.737,19.751,6.014,557.85,0.205,21,76.287,ascendant_3
57311,0.303,8.555,1.801,2.552,29.872,4.166,553.318,0.107,21,76.287,ascendant_3
57325,0.475,9.919,18.734,1.746,23.557,7.237,189.814,0.025,11,66.234,gold_2
57366,0.649,7.31,6.315,4.446,45.83,2.313,437.748,0.035,20,77.453,ascendant_2
57425,0.538,6.868,10.805,10.133,54.76,1.105,35.434,0.17,2,43.59,iron_2
57442,0.298,15.447,14.543,4.65,44.139,5.633,265.127,0.095,15,75.409,platinum_3
57495,0.486,8.628,42.233,3.294,58.005,1.504,502.335,0.032,21,76.287,ascendant_3
57498,0.672,17.424,14.04,7.722,53.169,1.89,189.88,0.095,10,61.994,gold_1
57555,0.327,7.052,5.459,36.809,28.436,1.417,720.086,0.129,23,90.551,immortal_2
57619,0.978,13.632,22.886,6.32,49.597,7.501,162.029,0.137,8,57.784,silver_2
57649,0.768,11.525,7.674,2.613,23.672,3.531,291.069,0.161,15,75.409,platinum_3
57670,0.915,40.598,13.113,9.717,64.591,14.865,191.289,0.062,10,61.994,gold_1
57673,0.681,34.007,17.561,4.263,88.832,12.626,234.998,0.084,12,61.989,gold_3
57688,0.401,14.72,14.949,1.998,20.275,1.926,47.801,0.327,1,27.161,iron_1
57757,0.786,5.163,8.011,5.932,28.342,3.4,50.175,0.091,1,27.161,iron_1
57773,0.658,12.607,3.198,1.424,48.296,2.154,87.952,0.69,4,53.409,bronze_1
57863,0.362,17.854,13.73,2.599,16.954,5.032,49.318,0.122,1,27.161,iron_1
57896,0.306,23.332,23.009,3.963,58.406,0.454,79.537,0.216,4,53.409,bronze_1
57926,0.982,9.466,6.126,3.488,62.41,0.852,173.319,0.137,10,61.994,gold_1
57954,0.416,13.811,4.716,2.283,24.121,1.731,116.258,0.117,5,63.014,bronze_2
57985,0.711,3.882,18.268,8.789,51.813,1.286,270.437,0.1,14,70.726,platinum_2
58016,0.399,2.366,2.494,2.275,78.283,2.286,114.109,0.044,6,41.191,bronze_3
58030,0.926,4.104,17.234,2.423,32.931,15.917,168.766,0.047,9,65.154,silver_3
58052,0.369,32.486,4.187,1.297,9.125,2.685,299.515,0.104,15,75.409,platinum_3
58124,0.525,17.195,12.886,2.52,22.016,15.46,340.845,0.123,18,77.2,diamond_3
58163,0.476,13.575,34.808,5.027,26.601,1.656,257.858,0.043,13,67.578,platinum_1
58218,0.874,16.965,17.328,6.771,57.96,5.796,246.0,0.123,12,61.989,gold_3
58236,0.32,26.322,41.806,9.32,36.202,6.539,128.91,0.239,7,62.625,silver_1
58238,0.703,18.834,18.634,7.616,52.429,2.457,156.31,0.116,8,57.784,silver_2
58313,0.14,34.606,6.056,9.906,78.685,5.593,115.15,0.123,6,41.191,bronze_3
58369,0.674,16.477,4.224,16.817,33.036,1.555,192.226,0.141,11,66.234,gold_2
58423,0.593,12.114,13.12,28.655,22.476,5.394,126.877,0.047,7,62.625,silver_1
58429,0.296,12.345,29.702,19.835,21.708,10.323,227.099,0.042,13,67.578,platinum_1
58497,0.422,27.065,7.011,1.937,31.373,2.104,275.838,0.033,15,75.409,platinum_3
58522,0.525,8.67,21.995,6.509,29.578,8.07,142.813,0.116,7,62.625,silver_1
58600,0.489,29.546,13.109,6.11,84.797,8.012,202.477,0.099,10,61.994,gold_1
58610,0.452,32.267,4.617,3.494,34.803,3.61,181.491,0.114,9,65.154,silver_3
58647,0.448,35.082,5.439,10.765,35.416,0.701,144.881,0.076,7,62.625,silver_1
58698,0.764,18.56,18.997,8.97,54.014,1.356,190.0,0.078,10,61.994,gold_1
58701,0.581,14.912,25.228,8.819,53.511,1.271,200.275,0.051,10,61.994,gold_1
58742,0.672,8.983,18.185,7.672,37.895,4.028,351.989,0.116,18,77.2,diamond_3
58781,0.53,12.625,5.977,4.626,57.062,0.493,153.755,0.152,8,57.784,silver_2
58783,0.494,13.172,3.683,4.154,55.898,0.551,140.686,0.106,8,57.784,silver_2
58804,0.496,7.998,13.084,11.606,66.972,2.474,183.298,0.083,10,61.994,gold_1
58862,0.543,7.918,7.157,2.969,57.464,17.495,158.613,0.056,8,57.784,silver_2
58906,0.889,9.557,10.152,1.311,65.971,35.063,433.672,0.11,19,71.37,ascendant_1
58922,0.936,16.141,8.935,10.92,81.126,3.719,457.037,0.077,20,77.453,ascendant_2
58927,0.643,21.593,13.103,16.71,97.143,1.76,445.081,0.1,20,77.453,ascendant_2
59010,0.644,6.11,10.253,9.244,22.69,5.403,357.951,0.109,18,77.2,diamond_3
59101,0.786,32.961,17.478,7.402,33.255,14.011,73.294,0.131,3,34.267,iron_3
59115,0.881,4.391,9.387,30.624,11.245,12.085,52.267,0.241,1,27.161,iron_1
59154,0.57,33.964,1.35,4.271,25.296,1.522,251.759,0.212,13,67.578,platinum_1
59280,0.59,11.103,16.238,4.843,52.009,7.645,218.459,0.111,12,61.989,gold_3
59283,0.515,8.13,11.861,2.437,59.11,8.784,221.433,0.208,12,61.989,gold_3
59338,0.861,16.368,18.306,3.344,43.326,13.86,256.2,0.122,13,67.578,platinum_1
59387,0.514,16.547,10.29,1.936,22.186,11.841,209.23,0.223,11,66.234,gold_2
59496,0.523,7.438,6.85,4.825,84.782,1.077,110.428,0.149,6,41.191,bronze_3
59497,0.497,6.917,8.288,3.667,76.304,0.937,89.447,0.116,4,53.409,bronze_1
59512,0.577,7.358,5.065,2.23,47.825,1.821,172.713,0.085,10,61.994,gold_1
59516,0.86,7.619,3.321,1.326,76.542,1.008,142.153,0.063,8,57.784,silver_2
59598,0.92,10.731,15.582,7.395,68.25,7.92,166.4,0.123,8,57.784,silver_2
59697,0.185,7.354,5.904,7.816,23.812,5.276,30.602,0.084,1,27.161,iron_1
59703,0.388,8.368,11.462,5.587,90.445,4.608,165.343,0.171,8,57.784,silver_2
59776,0.291,7.512,20.547,4.596,8.092,5.724,101.105,0.184,5,63.014,bronze_2
59809,0.608,6.813,21.406,1.618,25.448,29.089,300.851,0.162,16,72.558,diamond_1
59818,0.999,15.3,12.474,4.37,36.975,3.64,282.03,0.094,15,75.409,platinum_3
59874,0.78,15.446,2.657,0.834,51.717,0.625,331.862,0.017,17,74.823,diamond_2
60008,0.764,9.194,22.609,3.757,40.819,2.382,176.835,0.104,9,65.154,silver_3
60053,0.476,9.414,34.259,9.436,28.828,7.351,148.445,0.062,7,62.625,silver_1
60064,0.52,10.169,9.159,4.295,41.313,2.395,160.494,0.125,9,65.154,silver_3
60067,0.803,6.367,11.335,3.284,42.587,2.851,130.599,0.189,7,62.625,silver_1
60080,0.825,6.636,13.585,5.408,42.392,3.087,284.708,0.142,15,75.409,platinum_3
60123,0.688,15.236,9.404,2.308,12.938,7.899,448.511,0.125,20,77.453,ascendant_2
60158,0.7,11.319,17.64,5.307,56.112,8.624,235.75,0.224,12,61.989,gold_3
60176,0.548,2.409,19.469,9.345,21.255,6.288,342.116,0.125,18,77.2,diamond_3
60201,0.423,13.126,12.213,14.372,18.273,2.673,177.859,0.042,9,65.154,silver_3
60221,0.714,34.584,13.14,3.873,26.766,12.084,136.536,0.138,7,62.625,silver_1
60228,0.482,13.906,7.898,5.279,29.009,28.285,199.718,0.164,11,66.234,gold_2
60234,0.465,9.673,7.066,3.398,12.328,28.363,308.495,0.207,16,72.558,diamond_1
60288,0.544,2.549,16.741,10.91,26.98,1.382,179.062,0.075,9,65.154,silver_3
60325,0.691,3.758,4.563,5.32,32.188,2.01,51.816,0.115,1,27.161,iron_1
60333,0.412,6.298,5.17,3.092,24.76,2.504,74.523,0.11,3,34.267,iron_3
60346,0.42,11.947,20.406,3.275,60.788,1.887,345.505,0.095,17,74.823,diamond_2
60360,0.793,15.293,20.412,7.697,48.782,0.853,139.491,0.12,7,62.625,silver_1
60369,0.558,11.963,15.48,7.548,61.723,0.351,148.071,0.061,8,57.784,silver_2
60379,0.648,15.127,11.477,12.658,39.897,2.978,167.443,0.134,9,65.154,silver_3
60417,0.622,9.609,16.484,5.69,83.384,11.61,291.036,0.082,14,70.726,platinum_2
60443,0.56,15.65,12.018,11.17,54.711,7.95,386.187,0.058,19,71.37,ascendant_1
60558,0.988,14.229,19.11,6.348,53.846,1.575,255.84,0.174,14,70.726,platinum_2
60565,0.561,7.782,11.573,4.599,22.362,1.398,326.995,0.282,16,72.558,diamond_1
60599,0.717,9.461,24.424,7.238,49.249,1.987,140.087,0.089,7,62.625,silver_1
60632,0.59,42.679,14.096,13.248,45.302,19.29,143.061,0.128,7,62.625,silver_1
60634,0.9,44.186,15.943,11.335,60.378,13.594,115.65,0.121,6,41.191,bronze_3
60727,0.646,34.441,17.74,2.27,26.451,1.674,151.485,0.147,9,65.154,silver_3
60752,0.331,3.607,16.696,3.319,34.805,0.547,356.669,0.039,18,77.2,diamond_3
60842,0.67,19.812,33.048,8.71,54.694,10.469,139.743,0.061,8,57.784,silver_2
60867,0.521,22.939,9.793,4.921,23.186,15.424,352.868,0.206,18,77.2,diamond_3
60868,0.63,17.892,11.164,5.807,28.287,11.722,317.581,0.245,16,72.558,diamond_1
60869,0.806,20.039,9.601,4.936,26.873,8.674,342.987,0.301,18,77.2,diamond_3
60919,0.74,13.344,18.596,3.271,33.725,1.817,224.19,0.125,13,67.578,platinum_1
60922,0.775,14.663,20.058,3.38,62.369,1.269,393.642,0.106,19,71.37,ascendant_1
61018,0.718,11.92,17.289,8.968,42.282,3.375,255.0,0.072,13,67.578,platinum_1
61024,0.298,13.713,10.646,12.492,43.242,3.127,104.299,0.074,5,63.014,bronze_2
61029,0.093,12.235,13.055,10.247,30.31,1.725,39.864,0.088,1,27.161,iron_1
61070,0.39,10.64,5.695,2.828,80.627,6.352,29.354,0.05,2,43.59,iron_2
61109,0.131,7.974,4.552,6.384,32.245,4.433,228.303,0.34,13,67.578,platinum_1
61118,0.791,12.96,14.287,10.146,56.974,3.094,163.2,0.124,8,57.784,silver_2
61178,0.819,15.37,15.04,7.137,34.128,0.32,212.55,0.116,11,66.234,gold_2
61190,0.387,23.988,4.783,8.934,16.0,0.102,183.785,0.154,9,65.154,silver_3
61227,0.577,39.143,12.04,9.912,72.076,3.082,180.715,0.25,10,61.994,gold_1
61228,0.421,28.183,8.428,10.804,57.661,2.897,218.665,0.19,12,61.989,gold_3
61270,0.6,10.238,5.262,12.743,57.986,3.114,150.538,0.065,8,57.784,silver_2
61324,0.735,11.997,5.776,2.157,49.796,7.0,333.313,0.093,17,74.823,diamond_2
61375,0.747,38.727,26.886,1.231,16.732,1.906,61.167,0.17,3,34.267,iron_3
61378,0.829,20.532,15.01,3.915,58.292,14.136,255.15,0.085,14,70.726,platinum_2
61468,0.993,10.405,9.321,2.799,25.858,1.225,82.994,0.065,3,34.267,iron_3
61470,0.759,8.402,10.453,2.351,22.342,1.148,120.408,0.047,5,63.014,bronze_2
61494,0.367,37.675,14.365,1.859,23.86,0.702,202.367,0.189,11,66.234,gold_2
61500,0.584,20.199,15.857,8.312,42.349,1.026,157.423,0.085,9,65.154,silver_3
61574,0.569,25.051,28.864,22.943,4.361,2.801,323.517,0.063,16,72.558,diamond_1
61639,0.764,16.359,22.186,5.335,46.916,5.718,347.944,0.094,17,74.823,diamond_2
61648,0.499,19.5,22.644,1.545,22.388,2.12,377.443,0.067,18,77.2,diamond_3
61661,0.769,6.417,18.375,9.242,26.131,6.046,82.861,0.103,3,34.267,iron_3
61671,0.395,8.044,11.698,12.085,18.409,5.058,38.583,0.13,1,27.161,iron_1
61684,0.464,10.657,36.522,2.372,48.5,5.557,202.137,0.049,10,61.994,gold_1
61707,0.256,9.806,13.276,2.474,39.247,2.693,240.436,0.103,13,67.578,platinum_1
61724,0.546,9.466,6.251,3.932,46.789,21.705,300.137,0.072,16,72.558,diamond_1
61726,0.534,10.135,4.601,5.593,36.028,19.827,301.457,0.051,16,72.558,diamond_1
61738,0.967,18.24,18.542,7.797,52.395,1.482,221.49,0.23,12,61.989,gold_3
61774,0.537,25.46,7.295,2.433,49.735,4.859,241.126,0.12,13,67.578,platinum_1
61780,0.864,23.335,10.731,9.659,43.405,2.474,181.083,0.073,10,61.994,gold_1
61801,0.699,8.773,23.32,6.937,40.899,6.355,312.518,0.093,16,72.558,diamond_1
61843,0.551,17.4,23.178,2.955,30.436,1.479,258.798,0.059,15,75.409,platinum_3
61890,0.164,17.587,5.082,4.885,63.332,5.202,306.577,0.052,16,72.558,diamond_1
61925,0.228,31.297,31.018,3.004,49.454,1.771,131.098,0.074,6,41.191,bronze_3
62083,0.324,15.7,18.605,2.854,42.775,1.72,400.581,0.053,19,71.37,ascendant_1
62106,0.627,17.08,7.341,4.822,46.634,3.095,270.177,0.078,14,70.726,platinum_2
62121,0.865,19.427,19.087,5.231,29.581,1.138,268.625,0.245,15,75.409,platinum_3
62123,0.782,24.776,11.453,3.937,33.855,0.793,274.803,0.204,15,75.409,platinum_3
62155,0.583,9.364,23.819,0.946,62.708,10.855,321.727,0.044,17,74.823,diamond_2
62172,0.766,31.998,10.164,3.014,75.395,28.668,196.876,0.042,10,61.994,gold_1
62180,0.799,9.87,10.538,6.905,56.983,10.096,190.378,0.235,10,61.994,gold_1
62241,0.525,16.502,13.728,14.199,39.412,0.279,263.194,0.235,15,75.409,platinum_3
62294,0.436,8.188,13.733,2.178,26.953,1.781,539.447,0.049,21,76.287,ascendant_3
62296,0.483,8.477,20.27,2.771,25.066,1.738,507.134,0.035,21,76.287,ascendant_3
62306,0.307,3.352,4.634,4.299,57.888,0.738,159.892,0.355,8,57.784,silver_2
